,Movie Name,Imdb Ratings,Genre,Run Time,Director,Stars,Votes,Certificate
1382,Xcuse Me (2003),5.7,Comedy,152 min,N. Chandra,"Sharman Joshi,Sahil Khan,Anil Chaudhary,Snehal Dabi,",778,U
1383,Kuch Kuch Locha Hai (2015),2.5,"Comedy, Drama",143 min,Devang Dholakia,"Ram Kapoor,Sunny Leone,Evelyn Sharma,Navdeep Chhabra,",776,A
1384,Jajantaram Mamantaram (2003),5.7,"Action, Adventure, Comedy",122 min,Soumitra Ranade,"Javed Jaffrey,Gulshan Grover,Joy Fernandes,Amarjeet Amle,",774,U
1385,Angaaray (1998),5.3,"Action, Crime, Drama",141 min,Mahesh Bhatt,"Akshay Kumar,Nagarjuna Akkineni,Pooja Bhatt,Sonali Bendre,",774,A
1386,Jai Mummy Di (2020),3.6,"Comedy, Drama, Romance",103 min,Navjot Gulati,"Poonam Dhillon,Supriya Pathak,Sunny Singh Nijjar,Sonnalli Seygall,",773,UA
1387,Gayab (2004),4.1,"Drama, Fantasy, Thriller",138 min,Prawaal Raman,"Tusshar Kapoor,Antara Mali,Raghuvir Yadav,Rasika Joshi,",773,U
1388,Suraj Ka Satvan Ghoda (1992),8.1,"Drama, Romance",130 min,Shyam Benegal,"Rajit Kapoor,Raghuvir Yadav,Siraj Ahmed,Rakesh Dhar,",772,UA
1389,Afsana Pyar Ka (1991),6.0,"Drama, Romance",145 min,M.R. Shahjahan,"Aamir Khan,Neelam Kothari,Deepak Tijori,Neeta Puri,",769,U
1390,Jigar (1992),4.8,"Action, Drama, Romance",161 min,Farogh Siddique,"Ajay Devgn,Karisma Kapoor,Ajit,Arjun,",766,A
1391,Aatank Hi Aatank (1995),5.2,"Action, Crime, Drama",155 min,Dilip Shankar,"Rajinikanth,Aamir Khan,Juhi Chawla,Archana Joglekar,",764,
1392,Big Brother (2007),3.8,"Action, Crime, Drama",128 min,Guddu Dhanoa,"Sunny Deol,Priyanka Chopra,Vikas Anand,Manoj Bhatia,",763,
1393,Saawan,2.2,"Drama, Fantasy, Romance",123 min,Saawan Kumar Tak,"Salman Khan,Saloni Aswani,Kapil Jhaveri,Prem Chopra,",762,
1394,Paharganj (2019),4.6,"Crime, Drama, Mystery",108 min,Rakesh Ranjan Kumar,"Lorena Franco,Bijesh Jayarajan,Neet Chowdhary,Rajeev Gaursingh,",761,A
1395,Jhooth Bole Kauwa Kaate (1998),5.7,"Comedy, Romance",148 min,Hrishikesh Mukherjee,"Anil Kapoor,Juhi Chawla,Amrish Puri,Anupam Kher,",761,
1396,Harami (2020),7.5,"Crime, Drama, Romance",100 min,Shyam Madiraju,"Emraan Hashmi,Rizwan Shaikh,Dhanshree Patil,Harsh Rajendra Rane,",760,
1397,FryDay (2018),5.2,"Comedy, Drama",114 min,Abhishek Dogra,"Govinda,Digangana Suryavanshi,Varun Sharma,Sanjay Mishra,",760,UA
1398,Naina (2005),4.3,"Drama, Horror, Mystery",104 min,Shripal Morakhia,"Urmila Matondkar,Anuj Sawhney,Malavikka,Amardeep Jha,",758,
1399,Haré Rama Haré Krishna (1971),7.3,"Drama, Musical",149 min,Dev Anand,"Zeenat Aman,Dev Anand,Mumtaz,Baby Guddi,",755,U
1400,Khoobsurat (1999),5.3,"Action, Comedy, Romance",153 min,Sanjay Chhel,"Sanjay Dutt,Urmila Matondkar,Om Puri,Farida Jalal,",753,
1401,Bol Radha Bol (1992),6.1,"Action, Crime, Romance",164 min,David Dhawan,"Rishi Kapoor,Juhi Chawla,Kader Khan,Shakti Kapoor,",753,U
1402,Penalty (2019),5.5,Sport,128 min,Shubham Singh,"Lukram Smil,Kay Kay Menon,Shashank Arora,Manjot Singh,",750,U
1403,Purani Jeans (2014),6.2,Drama,137 min,Tanushri Chattrji Bassu,"Tanuj Virwani,Izabelle Leite,Aditya Seal,Raghav Raj Kakker,",747,UA
1404,Road to Sangam (2009),7.4,"Drama, Thriller",135 min,Amit Rai,"Paresh Rawal,Om Puri,Pawan Malhotra,Javed Sheikh,",741,
1405,Badnaam Gali (2019),7.1,Comedy,95 min,Ashwin Shetty,"Patralekhaa Paul,Divyendu Sharma,Dolly Ahluwalia,Paritosh Sand,",741,UA
1406,Kuchh Bheege Alfaaz (2018),7.5,Romance,116 min,Onir,"Geetanjali Thapa,Zain Khan Durrani,Shray Rai Tiwari,Mona Ambegaonkar,",739,UA
1407,Bandini (1963),7.7,"Drama, Musical, Romance",157 min,Bimal Roy,"Ashok Kumar,Nutan,Dharmendra,Raja Paranjpe,",739,U
1408,Johny Mera Naam (1970),7.3,"Action, Drama, Musical",159 min,Vijay Anand,"Dev Anand,Hema Malini,Pran,Jeevan,",735,
1409,Boot Polish (1954),8.1,"Comedy, Drama, Family",149 min,Prakash Arora,"Kumari Naaz,Rattan Kumar,David Abraham,Chand Burke,",735,U
1410,Raja (1995),5.3,"Action, Drama, Romance",168 min,Indra Kumar,"Sanjay Kapoor,Madhuri Dixit,Mukesh Khanna,Dalip Tahil,",733,
1411,Kamaal Dhamaal Malamaal (2012),4.2,"Comedy, Drama",148 min,Priyadarshan,"Nana Patekar,Shreyas Talpade,Om Puri,Paresh Rawal,",732,
1412,Shaadi Se Pehle (2006),4.0,"Comedy, Musical, Romance",122 min,Satish Kaushik,"Akshaye Khanna,Ayesha Takia,Mallika Sherawat,Sunil Shetty,",730,
1413,Love and Shukla (2017),7.4,"Comedy, Drama, Romance",107 min,Jatla Siddartha,"Saharsh Kumar Shukla,Taneea Rajawat,Hima Singh,Aparna Upadhyay,",729,
1414,Police Force: An Inside Story (2004),4.5,"Action, Crime, Drama",138 min,Dilip Shukla,"Akshay Kumar,Raveena Tandon,Amrish Puri,Mohan Joshi,",729,A
1415,Machine (II) (2017),2.7,"Action, Mystery, Romance",148 min,Abbas Alibhai Burmawalla,"Mastan Alibhai Burmawalla,Kiara Advani,Rishabh Arora,Mustafa Burmawala,Shabbir Burmawala,",727,UA
1416,Saheb Biwi Aur Gangster 3 (2018),4.3,"Action, Crime, Drama",140 min,Tigmanshu Dhulia,"Sanjay Dutt,Jimmy Sheirgill,Mahie Gill,Chitrangda Singh,",726,A
1417,Tutak Tutak Tutiya (2016),5.4,"Comedy, Horror",138 min,A.L. Vijay,"Sonu Sood,Rajiv Thakur,Rj Ajay,RJ Balaji,",723,UA
1418,Bajatey Raho (2013),5.3,"Comedy, Drama, Thriller",107 min,Shashant Shah,"Tusshar Kapoor,Vinay Pathak,Ranvir Shorey,Dolly Ahluwalia,",723,UA
1419,Roti Kapada Aur Makaan (1974),6.9,"Action, Drama, Musical",159 min,Manoj Kumar,"Manoj Kumar,Shashi Kapoor,Zeenat Aman,Moushumi Chatterjee,",723,U
1420,Saat Uchakkey (2016),5.7,Comedy,139 min,Sanjeev Sharma,"Manoj Bajpayee,Vijay Raaz,Aditi Sharma,Annu Kapoor,",722,
1421,Albela (2001),3.7,"Comedy, Drama, Romance",145 min,Deepak Sareen,"Govinda,Aishwarya Rai Bachchan,Jackie Shroff,Namrata Shirodkar,",720,U
1422,One by Two (2014),4.2,"Comedy, Drama, Romance",139 min,Devika Bhagat,"Abhay Deol,Preeti Desai,Lillete Dubey,Rati Agnihotri,",719,UA
1423,Eiga Doraemon Shin Nobita to tetsujin heidan: Habatake tenshitachi (2011),7.4,"Animation, Action, Adventure",108 min,Yukiyo Teramoto,"Wasabi Mizuta,Megumi Ohara,Yumi Kakazu,Subaru Kimura,",719,U
1424,Dhoondte Reh Jaoge (2009),5.6,"Comedy, Drama",131 min,Umesh Shukla,"Paresh Rawal,Kunal Khemu,Sonu Sood,Soha Ali Khan,",719,
1425,Gaja Gamini (2000),5.0,"Drama, Fantasy",122 min,M.F. Hussain,"Madhuri Dixit,Shabana Azmi,Naseeruddin Shah,Shilpa Shirodkar,",719,
1426,Jeena Sirf Merre Liye (2002),4.4,Romance,137 min,Talat Jani,"Kareena Kapoor,Tusshar Kapoor,Mallika Sherawat,Ali Asgar,",718,12+
1427,Aatish: Feel the Fire (1994),5.8,"Action, Crime, Drama",155 min,Sanjay Gupta,"Sanjay Dutt,Aditya Pancholi,Raveena Tandon,Karisma Kapoor,",717,A
1428,Saudagar (1973),7.2,"Drama, Family",131 min,Sudhendu Roy,"Amitabh Bachchan,Nutan,Trilok Kapoor,Padma Khanna,",717,U
1429,Teesri Kasam (1966),7.9,"Comedy, Drama, Romance",159 min,Basu Bhattacharya,"Raj Kapoor,Waheeda Rehman,Dulari,Iftekhar,",717,
1430,Toonpur Ka Superrhero (2010),4.2,"Animation, Action, Adventure",95 min,Kireet Khurana,"Ajay Devgn,Kajol,Ameya Pandya,Chinky Jaiswal,",716,U
1431,Waisa Bhi Hota Hai Part II (2003),7.3,"Comedy, Crime, Drama",137 min,Shashanka Ghosh,"Arshad Warsi,Prashant Narayanan,Sandhya Mridul,Pratima Kazmi,",710,A
1432,Sardar (1993),7.9,"Biography, Drama, History",175 min,Ketan Mehta,"Paresh Rawal,Tom Alter,Deepika Amin,Riju Bajaj,",707,
1433,Sparsh (1980),8.1,"Drama, Romance",145 min,Sai Paranjape,"Shabana Azmi,Naseeruddin Shah,Sudha Chopra,Mohan Gokhale,",702,
1434,Ugly Aur Pagli (2008),3.7,"Comedy, Drama",117 min,Sachin Kamlakar Khot,"Mallika Sherawat,Ranvir Shorey,Bharti Achrekar,Zeenat Aman,",701,
1435,Anari (1959),7.9,"Comedy, Drama, Musical",166 min,Hrishikesh Mukherjee,"Raj Kapoor,Nutan,Lalita Pawar,Shubha Khote,",701,U
1436,Superstar (2008),6.0,"Drama, Romance",120 min,Rohit Jugraj,"Kunal Khemu,Tulip Joshi,Aushima Sawhney,Apurva Dhar Badgaiyann,",698,
1437,Veerappan (2016),5.2,"Action, Biography, Crime",125 min,Ram Gopal Varma,"Sachiin Joshi,Sandeep Bharadwaj,Usha Jadhav,Nissar Khan,",697,A
1438,Jackpot (II) (2013),2.0,"Comedy, Thriller",132 min,Kaizad Gustad,"Naseeruddin Shah,Sunny Leone,Sachiin Joshi,Bharath Niwas,",697,A
1439,Gandhinagar 2nd Street (1986),7.6,"Comedy, Family, Romance",137 min,Sathyan Anthikad,"Mohanlal,Karthika,Sreenivasan,Seema,",697,
1440,Toofan (I) (1989),4.9,"Action, Crime",174 min,Ketan Desai,"Amitabh Bachchan,Meenakshi Sheshadri,Amrita Singh,Farooq Shaikh,",696,
1441,Tumsa Nahin Dekha (2004),4.5,"Musical, Romance",128 min,Anurag Basu,"Emraan Hashmi,Dia Mirza,Anupam Kher,Sharat Saxena,",695,
1442,Roar (2014),5.6,"Action, Adventure, Sci-Fi",123 min,Kamal Sadanah,"Aadil Chahal,Ahran Chaudhary,Pranay Dixit,Subrat Dutta,",694,UA
1443,Maine Gandhi Ko Nahin Mara (2005),7.3,Drama,100 min,Jahnu Barua,"Anupam Kher,Urmila Matondkar,Parvin Dabas,Rajit Kapoor,",694,
1444,Pitaah (2002),6.4,"Action, Drama",126 min,Mahesh Manjrekar,"Sanjay Dutt,Nandita Das,Sachin Khedekar,Tanvi Hegde,",694,A
1445,Silsiilay (2005),4.0,Drama,134 min,Khalid Mohamed,"Tabu,Bhoomika Chawla,Riya Sen,Celina Jaitly,",693,
1446,Mandi (1983),7.6,"Comedy, Drama",167 min,Shyam Benegal,"Shabana Azmi,Smita Patil,Naseeruddin Shah,Amrish Puri,",693,UA
1447,Thanks Maa (2009),7.9,"Crime, Drama",120 min,Irfan Kamal,"Master Shams,Master Salman,Master Jaffer,Master Fayaaz,",692,A
1448,Elaan (2005),4.4,"Action, Thriller",159 min,Vikram Bhatt,"Arjun Rampal,Ameesha Patel,John Abraham,Lara Dutta,",692,A
1449,Yakeen (2005),5.1,"Drama, Thriller",116 min,Girish Dhamija,"Arjun Rampal,Priyanka Chopra,Kim Sharma,Sudhanshu Pandey,",690,
1450,Main Azaad Hoon (1989),7.2,Drama,160 min,Tinnu Anand,"Amitabh Bachchan,Shabana Azmi,B.M. Shah,Annu Kapoor,",690,
1451,Not a Love Story (2011),5.0,"Crime, Drama, Thriller",100 min,Ram Gopal Varma,"Deepak Dobriyal,Mahie Gill,Zakir Hussain,Darshan Jariwala,",689,
1452,Union Leader (2017),7.2,Drama,106 min,Sanjay Patel,"Rahul Bhatt,Tillotama Shome,Zala Akash,Prashant Barot,",688,UA
1453,Dharam Veer (1977),6.7,"Action, Adventure, Comedy",165 min,Manmohan Desai,"Dharmendra,Zeenat Aman,Jeetendra,Neetu Singh,",688,
1454,Mudda 370 J&K (2019),8.7,"Action, Drama",132 min,Rakesh Sawant,"Hitten Ttejwani,Anjali Pandey,Manoj Joshi,Zarina Wahab,",687,A
1455,Hanuman (2005),7.5,Animation,89 min,V.G. Samant,"Milind Ukey,Mukesh Khanna,Viraj,Mona Shetty,Sumeet Pathak,",686,U
1456,Veerana (1988),6.6,"Action, Drama, Horror",135 min,Shyam Ramsay,"Tulsi Ramsay,Jasmin,Hemant Birje,Sahila Chaddha,Kulbhushan Kharbanda,",683,A
1457,Gumrah (1993),6.2,"Action, Crime, Drama",149 min,Mahesh Bhatt,"Sanjay Dutt,Sridevi,Anupam Kher,Rahul Roy,",680,A
1458,Leera the Soulmate (2018),8.8,Sci-Fi,104 min,Sumnash Sri Kaljai,"Mehul Adwani,Leera Kaljai,",678,UA
1459,Lekar Hum Deewana Dil (2014),4.9,"Comedy, Romance",140 min,Arif Ali,"Armaan Jain,Deeksha Seth,Varun Badola,Nishikant Dixit,",677,
1460,Junooniyat (2016),4.2,"Drama, Romance",155 min,Vivek Agnihotri,"Pulkit Samrat,Yami Gautam,Gulshan Devaiah,Hrishitaa Bhatt,",676,U
1461,Satyakam (1969),8.2,Drama,175 min,Hrishikesh Mukherjee,"Ashok Kumar,Dharmendra,Sharmila Tagore,Rabi Ghosh,",676,U
1462,Upstarts (2019),6.7,Drama,112 min,Udai Singh Pawar,"Naved Aslam,Sandeep Bhardwaj,Mrinal Dutt,Shadab Kamal,",674,16
1463,Yeh Raaste Hain Pyaar Ke (2001),4.1,"Action, Drama, Romance",149 min,Deepak S. Shivdasani,"Ajay Devgn,Madhuri Dixit,Preity Zinta,Vikram Gokhale,",674,U
1464,The Taste of Relation (2009),4.7,"Drama, Family, Mystery",87 min,Mukesh Asopa,"Mukesh Asopa,Kamal Nandi,Aruna Bhatnagar,Tree Ryde,",672,
1465,Welcome to New York (2018),1.6,"Comedy, Drama",118 min,Chakri Toleti,"Richard Harris,Jasmine Kaur,Sonakshi Sinha,Diljit Dosanjh,Karan Johar,Lara Dutta,",670,UA
1466,Eeb Allay Ooo! (2019),7.4,"Comedy, Drama",98 min,Prateek Vats,"Shardul Bharadwaj,Mahender Nath,Nutan Sinha,Shashi Bhushan,",668,A
1467,Tottaa Pataaka Item Maal (2019),7.1,Drama,107 min,Aditya Kripalani,"Ahmareen Anjum,Chitrangada Chakraborty,Sonal Joshi,Kritika Pande,",668,18
1468,Acid Factory (2009),5.0,"Action, Crime, Mystery",108 min,Suparn Verma,"Fardeen Khan,Dia Mirza,Manoj Bajpayee,Aftab Shivdasani,",668,
1469,Meri Biwi Ka Jawab Nahin (2004),3.9,"Action, Comedy, Romance",150 min,Pankaj Parashar,"S.M. Iqbal,Akshay Kumar,Sridevi,Gulshan Grover,Laxmikant Berde,",667,
1470,Agni Sakshi (1996),6.1,"Drama, Musical, Romance",142 min,Partho Ghosh,"Jackie Shroff,Nana Patekar,Manisha Koirala,Divya Dutta,",665,A
1471,Daag: The Fire (1999),4.8,"Action, Drama, Thriller",152 min,Raj Kanwar,"Sanjay Dutt,Chandrachur Singh,Mahima Chaudhry,Shakti Kapoor,",664,A
1472,Hum Tum Aur Ghost (2010),4.7,"Comedy, Drama, Fantasy",125 min,Kabeer Kaushik,"Arshad Warsi,Dia Mirza,Boman Irani,Sandhya Mridul,",661,
1473,Badhaai Ho Badhaai (2002),4.5,"Comedy, Drama, Musical",155 min,Satish Kaushik,"Anil Kapoor,Rana Jung Bahadur,Anang Desai,Rohini Hattangadi,",660,
1474,Henna (1991),6.4,"Drama, Romance, Musical",184 min,Randhir Kapoor,"Rishi Kapoor,Zeba Bakhtiar,Ashwini Bhave,Saeed Jaffrey,",657,U
1475,Majboor (1974),7.1,"Drama, Mystery, Thriller",155 min,Ravi Tandon,"Amitabh Bachchan,Parveen Babi,Pran,Farida Jalal,",657,
1476,Bhindi Baazaar (2011),6.1,"Crime, Drama, Thriller",157 min,Ankush Bhatt,"Kay Kay Menon,Prashant Narayanan,Pawan Malhotra,Adil Feroz Khan,",656,A
1477,Siddharth (2013),7.3,Drama,96 min,Richie Mehta,"Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora,Shobha Sharma Jassi,",654,
1478,Janbaaz (1986),6.2,"Action, Drama",175 min,Feroz Khan,"Feroz Khan,Anil Kapoor,Dimple Kapadia,Amrish Puri,",653,A
1479,Yun Hota Toh Kya Hota (2006),6.6,Drama,115 min,Naseeruddin Shah,"Paresh Rawal,Irrfan Khan,Jimmy Sheirgill,Konkona Sen Sharma,",652,
1480,Chalk N Duster (I) (2016),6.5,Drama,130 min,Jayant Gilatar,"Richa Chadha,Shabana Azmi,Arya Babbar,Gavie Chahal,",651,U
1481,Dil Tera Aashiq (1993),5.1,"Comedy, Drama, Romance",151 min,Lawrence D'Souza,"Madhuri Dixit,Salman Khan,Kader Khan,Asrani,",651,U
1482,Jhalki (2019),7.2,Drama,104 min,Brahmanand S. Singh,"Tanvi Jain,Boman Irani,Tannishtha Chatterjee,Sanjay Suri,Divya Dutta,",648,UA
1483,Bardaasht (2004),5.9,"Action, Drama, Thriller",155 min,Eeshwar Nivas,"Bobby Deol,Lara Dutta,Rahul Dev,Riteish Deshmukh,",648,UA
1484,Andhaa Kaanoon (1983),6.1,"Action, Drama",155 min,Rama Rao Tatineni,"Amitabh Bachchan,Rajinikanth,Hema Malini,Reena Roy,",648,U
1485,Jawani Zindabad (1990),5.7,"Drama, Romance",163 min,Arun Bhatt,"Aamir Khan,Farha Naaz,Javed Jaffrey,Rohini,",646,
1486,Guddu Ki Gun (2015),4.6,Comedy,130 min,Sheershak Anand,"Shantanu Ray Chhibber,Kunal Khemu,Payel Sarkar,Aparna Sharma,Sumeet Vyas,",643,A
1487,Dil Kabaddi (2008),5.8,"Comedy, Drama",120 min,Anil Senior,"Irrfan Khan,Rahul Bose,Rahul Khanna,Konkona Sen Sharma,",643,A
1488,P Se Pyaar F Se Faraar (2019),6.8,"Crime, Drama, Romance",131 min,Manoj Tiwari,"Bhavesh Kumar,Jimmy Sheirgill,Kumud Mishra,Sanjay Mishra,",641,UA
1489,Zulmi (1999),4.5,"Action, Drama",129 min,Kuku Kohli,"Akshay Kumar,Twinkle Khanna,Aruna Irani,Dara Singh,",641,A
1490,Mashaal (1984),7.3,"Action, Drama, Family",162 min,Yash Chopra,"Anil Kapoor,Dilip Kumar,Waheeda Rehman,Rati Agnihotri,",641,U
1491,Vijaypath (1994),5.0,"Action, Drama, Romance",163 min,Farogh Siddique,"Ajay Devgn,Tabu,Suresh Oberoi,Reema Lagoo,",640,A
1492,Raghu Romeo (2003),6.9,"Comedy, Crime",100 min,Rajat Kapoor,"Vijay Raaz,Maria Goretti,Sadiya Siddiqui,Saurabh Shukla,",639,A
1493,Fever (I) (2016),4.7,"Crime, Mystery",123 min,Rajeev Jhaveri,"Rajeev Khandelwal,Gauahar Khan,Gemma Atkinson,Ankita Makwana,",638,
1494,Fraud Saiyyan (2019),4.2,"Comedy, Drama",109 min,Sourabh Shrivastava,"Arshad Warsi,Saurabh Shukla,Flora Saini,Sara Loren,",636,A
1495,Dushman Duniya Ka (1996),4.0,Drama,153 min,Mehmood,"Tabrez Hashmi,Laila,Mehmood,Manzoor Ali,Chetana Das,",634,
1496,Jo Bole So Nihaal (2005),3.5,"Action, Comedy",125 min,Rahul Rawail,"Sunny Deol,Thomas Tevana,Gary Castro Churchwell,Kamaal Khan,",633,
1497,Mixed Doubles (2006),6.4,"Comedy, Drama",91 min,Rajat Kapoor,"Konkona Sen Sharma,Ranvir Shorey,Koel Purie,Saurabh Shukla,",630,A
1498,Antardwand (2008),7.3,"Crime, Drama",114 min,Sushil Rajpal,"Raj Singh Chaudhary,Swati Sen,Akhilendra Mishra,Vinay Pathak,",628,
1499,Return of Hanuman (2007),7.1,"Animation, Action, Adventure",110 min,Anurag Kashyap,"Raj Singh Jhinger,Malak Shah,",628,U
1500,Sayonee (2020),2.6,"Action, Musical, Romance",111 min,Nitin Gupta,"Abhay Singhal,Tanmay Ssingh,Musskan Sethi,Yograj Singh,Upasna Singh,",627,UA
1501,Shukranu (2020),6.4,Drama,90 min,Bishnu Dev Halder,"Divyendu Sharma,Shweta Basu Prasad,Sheetal Thakur,Aakash Dabhade,",626,A
1502,Vaastu Shastra (2004),4.9,"Horror, Mystery",106 min,Saurab Narang,"Vicky Ahuja,J.D. Chakravarthi,Ahsaas Channa,Peeya Rai Chowdhary,",626,A
1503,Rajnigandha (1974),7.3,"Drama, Romance",110 min,Basu Chatterjee,"Vidya Sinha,Amol Palekar,Dinesh Thakur,Ranjita Thakur,",626,
1504,23rd March 1931: Shaheed (2002),5.0,"Biography, Drama, History",188 min,Guddu Dhanoa,"Bobby Deol,Sunny Deol,Amrita Singh,Rahul Dev,",625,
1505,Anari No,5.0,Comedy,169 min,Kuku Kohli,"Govinda,Raveena Tandon,Simran,Aruna Irani,",625,U
1506,Pusher (2010),6.2,"Action, Crime, Drama",107 min,Assad Raja,"Assad Raja,Mahima Chaudhry,Marc Anwar,Pasha Bocarie,",624,
1507,Kuch Khatti Kuch Meethi (2001),4.6,"Comedy, Drama, Family",120 min,Rahul Rawail,"Kajol,Rati Agnihotri,Rishi Kapoor,Sunil Shetty,",624,
1508,Bulandi (2000),5.4,"Action, Drama",175 min,Rama Rao Tatineni,"Anil Kapoor,Rekha,Raveena Tandon,Rajinikanth,",624,U
1509,Ikke Pe Ikka (1994),3.6,"Action, Comedy",134 min,Raj N. Sippy,"Akshay Kumar,Shanti Priya,Prithvi,Chandni,",623,
1510,Lamhaa: The Untold Story of Kashmir (2010),5.0,"Action, Drama, Thriller",152 min,Rahul Dholakia,"Sanjay Dutt,Bipasha Basu,Kunal Kapoor,Anupam Kher,",621,A
1511,Gharwali Baharwali (1998),4.6,Comedy,138 min,David Dhawan,"Anil Kapoor,Raveena Tandon,Rambha,Satish Kaushik,",621,U
1512,Hathyar: Face to Face with Reality (2002),5.6,"Action, Crime, Drama",140 min,Mahesh Manjrekar,"Sanjay Dutt,Shilpa Shetty Kundra,Sharad S. Kapoor,Shakti Kapoor,",616,A
1513,C,7.4,"Action, Crime, Musical",146 min,Raj Khosla,"Dev Anand,Shakila,Johnny Walker,K.N. Singh,",616,U
1514,I Love NY (2015),3.4,"Comedy, Romance",127 min,Radhika Rao,"Vinay Sapru,Sunny Deol,Kangana Ranaut,Prem Chopra,Kubbra Sait,",615,
1515,A Sublime Love Story: Barsaat (2005),3.8,"Drama, Romance",143 min,Suneel Darshan,"Bobby Deol,Bipasha Basu,Priyanka Chopra,Mahesh Thakur,",615,U
1516,Blackmail (2005),4.1,"Action, Drama, Thriller",126 min,Anil Devgan,"Ajay Devgn,Sunil Shetty,Priyanka Chopra,Dia Mirza,",613,U
1517,Barood (1998),4.6,"Action, Crime, Drama",159 min,Pramod Chakravorty,"Rakhee Gulzar,Akshay Kumar,Raveena Tandon,Mohnish Bahl,",612,
1518,Hameshaa (1997),5.3,"Action, Drama, Romance",141 min,Sanjay Gupta,"Saif Ali Khan,Kajol,Aditya Pancholi,Aruna Irani,",610,
1519,Mr,4.3,"Action, Adventure, Thriller",127 min,Raj N. Sippy,"Akshay Kumar,Sheeba,Saathi Ganguly,Dolly Minhas,",610,A
1520,Jai Kishen (1994),5.1,"Action, Drama",129 min,Sunil Agnihotri,"Akshay Kumar,Ayesha Jhulka,Chandni,Reema Lagoo,",608,
1521,Sniffer (2013),5.9,"Adventure, Comedy, Drama",137 min,Buddhadev Dasgupta,"Nawazuddin Siddiqui,Pankaj Tripathi,Ananya Chatterjee,Amrita Chattopadhyay,",607,Not Rated
1522,Agyaat (2009),2.9,"Drama, Horror, Mystery",130 min,Ram Gopal Varma,"Nithiin,Priyanka Kothari,Rasika Dugal,Gautam Rode,",605,
1523,Sankat City (2009),6.2,"Comedy, Crime, Drama",120 min,Pankaj Advani,"Kay Kay Menon,Rimi Sen,Anupam Kher,Chunky Pandey,",605,UA
1524,Kishen Kanhaiya (1990),5.9,"Action, Comedy, Drama",160 min,Rakesh Roshan,"Vikas Anand,Bindu,Madhuri Dixit,Dinesh Hingoo,",605,
1525,Kuldip Patwal: I Didn't Do It! (2017),6.7,"Crime, Drama, Mystery",128 min,Remy Kohli,"Deepak Dobriyal,Gulshan Devaiah,Raima Sen,Parvin Dabas,",604,UA
1526,Anthony Kaun Hai? (2006),5.2,"Mystery, Thriller",127 min,Raj Kaushal,"Sanjay Dutt,Arshad Warsi,Minissha Lamba,Anusha Dhandekar,",604,
1527,Aatma (2013),3.8,"Drama, Horror, Thriller",100 min,Suparn Verma,"Jaideep Ahlawat,Bipasha Basu,Padam Bhola,Suumeet Darshan,",603,
1528,Meeruthiya Gangsters (2015),7.2,"Comedy, Crime",129 min,Zeishan Quadri,"Jaideep Ahlawat,Aakash Dahiya,Jatin Sarna,Shadab Kamal,",601,UA
1529,Rakht (2004),3.7,"Horror, Thriller",162 min,Mahesh Manjrekar,"Sanjay Dutt,Sunil Shetty,Bipasha Basu,Dino Morea,",601,A
1530,Chitchor (1976),7.5,"Drama, Romance",105 min,Basu Chatterjee,"Amol Palekar,Zarina Wahab,Vijayendra Ghatge,A.K. Hangal,",600,
1531,Lahoo Ke Do Rang (1997),4.5,"Action, Drama",172 min,Mehul Kumar,"Naseeruddin Shah,Akshay Kumar,Karisma Kapoor,Farha Naaz,",600,UA
1532,Dancer (1991),4.0,"Action, Drama, Musical",150 min,Kishore Vyas,"Akshay Kumar,Kirti Singh,Mohnish Bahl,Laxmikant Berde,",598,
1533,Isi Ka Naam Zindagi (1992),5.8,"Action, Comedy, Drama",140 min,Kalidas,"Aamir Khan,Farha Naaz,Asrani,Beena Banerjee,",597,U
1534,The Great Gambler (1979),6.5,"Action, Crime, Romance",105 min,Shakti Samanta,"Amitabh Bachchan,Zeenat Aman,Neetu Singh,Prem Chopra,",597,A
1535,X: Past Is Present (2015),5.3,"Drama, Mystery, Romance",105 min,Hemant Gaba,"Pratim D. Gupta,Sudhish Kamath,Nalan Kumarasamy,Anu Menon,Sandeep Mohan,Qaushiq Mukherjee,Rajshree Ojha,Raja Sen,Abhinav Shiv Tiwari,Suparn Verma,Rajat Kapoor,Radhika Apte,Bidita Bag,Piaa Bajpai,",596,
1536,Home Delivery: Aapko,3.1,"Comedy, Romance",151 min,Sujoy Ghosh,"Vivek Oberoi,Mahima Chaudhry,Ayesha Takia,Boman Irani,",590,
1537,Ek Khiladi Ek Haseena (2005),5.7,"Comedy, Crime, Thriller",143 min,Suparn Verma,"Fardeen Khan,Koena Mitra,Kay Kay Menon,Rakhi Sawant,",586,
1538,Kohram (1999),5.4,"Action, Comedy, Drama",150 min,Mehul Kumar,"Amitabh Bachchan,Nana Patekar,Tabu,Jaya Prada,",586,A
1539,Rocky (1981),6.9,"Action, Romance",151 min,Sunil Dutt,"Sanjay Dutt,Reena Roy,Tina Ambani,Ranjeet,",585,U
1540,Listen,6.6,Drama,108 min,Avinash Kumar Singh,"Farooq Shaikh,Deepti Naval,Swara Bhaskar,Amala Akkineni,",584,U
1541,Gali Gali Chor Hai (2012),5.1,"Comedy, Drama, Family",109 min,Rumi Jaffery,"Akshaye Khanna,Mugdha Godse,Satish Kaushik,Annu Kapoor,",583,
